internalID,ID,raMedian,decMedian,X,Y,spCl,spSubCl,Var_Type,Var_subType,Amplitude,AndersonDarling,Autocor_length,Beyond1Std,CAR_mean,CAR_sigma,CAR_tau,Con,Eta_e,FluxPercentileRatioMid20,FluxPercentileRatioMid35,FluxPercentileRatioMid50,FluxPercentileRatioMid65,FluxPercentileRatioMid80,Freq1_harmonics_amplitude_0,Freq1_harmonics_amplitude_1,Freq1_harmonics_amplitude_2,Freq1_harmonics_amplitude_3,Freq1_harmonics_rel_phase_0,Freq1_harmonics_rel_phase_1,Freq1_harmonics_rel_phase_2,Freq1_harmonics_rel_phase_3,Freq2_harmonics_amplitude_0,Freq2_harmonics_amplitude_1,Freq2_harmonics_amplitude_2,Freq2_harmonics_amplitude_3,Freq2_harmonics_rel_phase_0,Freq2_harmonics_rel_phase_1,Freq2_harmonics_rel_phase_2,Freq2_harmonics_rel_phase_3,Freq3_harmonics_amplitude_0,Freq3_harmonics_amplitude_1,Freq3_harmonics_amplitude_2,Freq3_harmonics_amplitude_3,Freq3_harmonics_rel_phase_0,Freq3_harmonics_rel_phase_1,Freq3_harmonics_rel_phase_2,Freq3_harmonics_rel_phase_3,Gskew,LinearTrend,MaxSlope,Mean,Meanvariance,MedianAbsDev,MedianBRP,PairSlopeTrend,PercentAmplitude,PercentDifferenceFluxPercentile,PeriodGLS,PeriodLS,PeriodWMCC,Period_fit,Psi_CS,Psi_eta,Q31,Rcs,Skew,SlottedA_length,SmallKurtosis,Std,StetsonK,StetsonK_AC,g-i,g-r,r-i,name,xmm_obsid,ra,dec,counts,snr,rest_frame_sb_lx,rest_frame_hb_lx,Search_Offset,Separation
Blind15A_26_S16_1510_3278,HiTS100012+023522,150.053859693,2.58960012441,1510.81472838,3278.69391851,QSO,BROADLINE,QSO,,0.0386536061728,0.982652464795,5.0,0.214285714286,8.07555371796E-8,0.00706631673215,2.32510107333E8,0.0,63.8561660416,0.0765557574457,0.146797343498,0.278480360779,0.492953957932,0.784072356319,0.0465007700157,0.0333861267445,0.0303972141862,0.0203536376149,0.0,-1.09456430292,1.43502554076,1.78590494359,0.0916717892505,0.0811361748749,0.0448898080563,0.0529310742772,0.0,1.61525683384,1.66726664655,0.946243932635,0.237063983439,0.180734323319,0.117489127858,0.137097532621,0.0,1.60616583761,1.46587288203,0.80105004272,-0.0309856172367,-0.00292959621527,0.562540458915,18.7764786173,0.00102263453364,0.00926046721805,0.464285714286,-0.0333333333333,0.00323318223624,0.00354132374122,15.1817891623,75.0881256,0.00414954967926,0.0781064510126,0.359248350016,0.487759541103,0.0177012274874,0.359248350016,-0.945100720008,0.067352500002,2.01566633189,0.0192014754542,0.688627174581,0.743372287463,0.195407543887,-0.0148002274399,0.210207771327,SDSS J100012.91+023522.8,0203361201,150.05379,2.58967,832.0,24.7,1.7E44,1.51E44,0.005706627125129156,9.863973254153815E-5
