internalID,ID,raMedian,decMedian,X,Y,spCl,spSubCl,Var_Type,Var_subType,Amplitude,AndersonDarling,Autocor_length,Beyond1Std,CAR_mean,CAR_sigma,CAR_tau,Con,Eta_e,FluxPercentileRatioMid20,FluxPercentileRatioMid35,FluxPercentileRatioMid50,FluxPercentileRatioMid65,FluxPercentileRatioMid80,Freq1_harmonics_amplitude_0,Freq1_harmonics_amplitude_1,Freq1_harmonics_amplitude_2,Freq1_harmonics_amplitude_3,Freq1_harmonics_rel_phase_0,Freq1_harmonics_rel_phase_1,Freq1_harmonics_rel_phase_2,Freq1_harmonics_rel_phase_3,Freq2_harmonics_amplitude_0,Freq2_harmonics_amplitude_1,Freq2_harmonics_amplitude_2,Freq2_harmonics_amplitude_3,Freq2_harmonics_rel_phase_0,Freq2_harmonics_rel_phase_1,Freq2_harmonics_rel_phase_2,Freq2_harmonics_rel_phase_3,Freq3_harmonics_amplitude_0,Freq3_harmonics_amplitude_1,Freq3_harmonics_amplitude_2,Freq3_harmonics_amplitude_3,Freq3_harmonics_rel_phase_0,Freq3_harmonics_rel_phase_1,Freq3_harmonics_rel_phase_2,Freq3_harmonics_rel_phase_3,Gskew,LinearTrend,MaxSlope,Mean,Meanvariance,MedianAbsDev,MedianBRP,PairSlopeTrend,PercentAmplitude,PercentDifferenceFluxPercentile,PeriodGLS,PeriodLS,PeriodWMCC,Period_fit,Psi_CS,Psi_eta,Q31,Rcs,Skew,SlottedA_length,SmallKurtosis,Std,StetsonK,StetsonK_AC,g-i,g-r,r-i,SDSS,SDSSo,RAJ2000,DEJ2000,THINGID,Plate,MJD,Fiber,z.v,z.b,e_z.b,f_z.b,z.PCA,e_z.PCA,qCont,zCIV,zCIII,zMgII,Morph,Btarg1,Atarg1,Atarg2,eBtarg0,NspBOSS,f7,Plate7,MJD7,Fiber7,US,alphanu,SNRSpec,SNR1700,SNR3000,SNR5150,FW(CIV),HW(CIV)b,HW(CIV)r,A(CIV),W(CIV),e_W(CIV),FW(CIII),HW(CIII)b,HW(CIII)r,A(CIII),W(CIII),e_W(CIII),FW(MgII),HW(MgII)b,HW(MgII)r,A(MgII),W(MgII),e_W(MgII),BAL-VI,BI(CIVt),e_BI(CIVt),AI(CIVt),e_AI(CIVt),Chi2CIVt,N2t,Vmin2t,Vmax2t,N.45t,Vmin.45t,Vmax.45t,W(SiIVt),W(CIVt),W(AlIIIt),RUN,Ph-MJD,Rerun,Colcam,Field,objID,Fu,Fg,Fr,Fi,Fz,IVFu,IVFg,IVFr,IVFi,IVFz,umag,gmag,rmag,imag_2,zmag,e_umag,e_gmag,e_rmag,e_imag,e_zmag,Fut,Fgt,Frt,Fit,Fzt,iMAG_2a,D(g-i),Extu,Extg,Extr,Exti,Extz,ExtuR,ExtgR,ExtrR,ExtiR,ExtzR,logNHI,Varmatch,Varchi2,VarA,Vargamma,logXct,SNR(X),sepX,NDetX,F0.2-12,e_F0.2-12,F0.2-2,e_F0.2-2,F4.5-12,e_F4.5-12,F0.2-12W,e_F0.2-12W,L0.2-12,L0.5-2,L4.5-12,L0.2-2W,f_F4.5-12,sepXM,GALEX,FFUV,IVFUV,FNUV,IVNUV,Jmag,e_Jmag,SNR(J),f_Jmag,Hmag,e_Hmag,SNR(H),f_Hmag,Kmag,e_Kmag,SNR(K),f_Kmag,Sep2,W1mag,e_W1mag,W1SNR,W1chi2,W2mag,e_W2mag,W2SNR,W2chi2,W3mag,e_W3mag,W3SNR,W3chi2,W4mag,e_W4mag,W4SNR,W4chi2,CCflags,PHflag,sepW,UKIDSS,FY,e_FY,FJ,e_FJ,FH,e_FH,FK,e_FK,FIRST,F1p,SNR(1),sep1,DR12,DR7,Separation
Blind14A_29_N6_0607_3671,HiTS111822+020236,169.594983352,2.04336957981,607.198486098,3671.07390475,QSO,BROADLINE,QSO,,0.071137434269,0.913236064724,1.0,0.421052631579,19.20879302,-0.0204917968328,1.11132894051,0.0,6.86911739291,0.214591037467,0.454088844329,0.715589346297,0.790394187154,0.887474934922,0.0523717446544,0.0101063178163,0.0141115456577,0.0129546376972,0.0,-0.46162404032,0.223967370581,0.239953021593,0.0448788644191,0.0168925604024,0.0158434523695,0.00848643754935,0.0,-0.00858290415482,0.286204893043,-0.585388782799,0.0233227624027,0.00746018427448,0.00772466426729,0.0140336448547,0.0,-1.19436891293,-0.803736321615,-1.45936035455,-0.047592484333,0.0195357928,1.25067816813,21.3472875953,0.00218194301848,0.0421168086613,0.210526315789,0.133333333333,0.00444424029607,0.00619528076544,0.532281310653,0.0176543162887,0.00488472056486,0.9999930906,0.260964360019,1.09977600653,0.0826221413674,0.26388558989,-0.235757024369,0.0906453999996,-1.15265099904,0.0465785651321,0.840935980266,0.817800848287,,,,111822.76+020236.3,111822.76+020236.3,169.594847,2.043431,130631571,4731,55656,206,3.943835,3.943835,4.97E-4,0,3.9367,0.006678,0.06593,3.9344,3.9233,-1.0,0,20480,0,0,0,0,1,511,52636,264,0,2.1223,11.94,12.59,-1.0,-1.0,5246.6,1894.9,3351.7,3.36,22.6,0.585,4926.6,1815.6,3111.1,2.12,45.0,147.0,,,,-1.0,,,0,,,,,,0,,,0,,,,,,1462,51669,301,3,295,1237651753468887538,-0.00869439,3.01097,10.5565,11.2048,10.2785,13.089672,49.159355,15.939457,9.698157,0.68704,24.668,21.302,19.941,19.876,19.965,1.071,0.051,0.026,0.031,0.126,-0.00869439,3.01097,10.5565,11.2048,10.2785,-27.14,0.01,0.245,0.180599,0.130985,0.099322,0.070421,0.149574,0.116547,0.080627,0.059914,0.044565,21.901,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,-0.1138,1.6498,0.2263,0.9579,,,,,,,,,,,,,,16.601,0.091,11.9,1.0,16.508,0.278,3.9,0.88,12.123,,1.2,0.98,8.487,,1.6,0.0,0000,ABUU,0.43,1,3.47368E-31,2.14375E-32,5.02837E-31,3.02699E-32,5.84873E-31,8.16695E-32,5.89701E-31,6.57358E-32,0,,,,DR12,DR7,0.5380846456528746
Blind14A_29_N25_1281_3258,HiTS111354+012015,168.476043288,1.3375297809,1281.79910583,3258.70789226,QSO,BROADLINE,QSO,,0.0811015828744,0.376820372203,1.0,0.35,92.2633713915,-0.0259757968994,0.230326022189,0.0,3.51427826735,0.112032399991,0.17486368307,0.375375595516,0.632312515708,0.806190777825,0.0441017705212,0.0125238502742,0.00708838825887,0.0143161422958,0.0,-2.05785882566,-1.92841694416,-0.676211919975,0.0327276262309,0.00988365670311,0.0227121503963,0.0088732719146,0.0,-1.7956357716,-0.919072823192,-1.18382719109,0.0276530884453,0.00414747146878,0.00653223102284,0.00440619345911,0.0,0.321904897558,0.521057496464,-0.0179955806432,-0.0075321015397,0.00815257974365,0.669872466708,21.2506553264,0.00196627569932,0.026956932911,0.4,-0.166666666667,0.00399327910657,0.00675805951642,0.582480127832,0.583796140909,0.02129925418,0.999957035552,0.313114455973,1.24951728352,0.0539350922359,0.292379462438,-0.193937089198,0.1823,-0.0800188679597,0.0417846471629,0.804706307243,0.814171459071,,,,111354.23+012015.4,111354.23+012015.4,168.47599,1.337616,123296385,4731,55656,382,3.938093,3.938093,6.73E-4,0,3.928764,,0.1644,3.9275,3.9267,-1.0,0,2199023276032,0,0,0,0,1,510,52381,211,0,0.506,26.52,23.82,-1.0,-1.0,3522.9,1263.0,2260.0,4.33,34.4,0.991,2179.6,1013.0,1166.5,1.68,8.16,271.0,,,,-1.0,,,0,,,,,,0,,,0,,,,,,1462,51669,301,1,288,1237651752394686753,0.298672,2.97187,10.1841,12.0761,12.1294,11.202515,44.653625,17.491709,6.442667,0.655559,23.627,21.316,19.98,19.795,19.786,0.792,0.055,0.025,0.035,0.11,0.298672,2.97187,10.1841,12.0761,12.1294,-27.2,0.051,0.191,0.140631,0.101998,0.077342,0.054836,0.147271,0.114752,0.079385,0.058992,0.043879,21.901,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,-0.0192,327.8698,-0.0832,318.2027,,,,,,,,,,,,,,16.633,0.091,11.9,0.95,16.193,0.215,5.0,0.88,11.973,,1.1,0.93,8.781,,0.0,0.0,0000,ABUU,0.21,1,3.66289E-31,4.25981E-32,4.08671E-31,5.35647E-32,4.47512E-31,6.19238E-32,4.6885E-31,6.64527E-32,0,,,,DR12,DR7,0.36485954473227555
Blind14A_30_N9_0628_2532,HiTS110849-001303,167.207561675,-0.217725513392,628.361499639,2532.12073989,QSO,,QSO,,0.0963328782415,0.461473369373,1.0,0.25,121.060645954,0.0753332108707,0.17627978329,0.0,4.35716499006,0.212361805783,0.371318152743,0.392526795844,0.495714053248,0.700398840142,0.0528822607174,0.0315132591599,0.0317239279601,0.00722405489334,0.0,0.17200776883,-1.90482156958,-0.112875007515,0.0498141564773,0.00767345723796,0.0237071597278,0.0087803095409,0.0,0.888908015165,-1.06645654881,0.432554492084,0.0191997593383,0.00308334131133,0.0107404162111,0.00715791835056,0.0,0.134113017347,-0.399567789624,0.711734121329,-0.0346328673028,-0.00354705961087,0.869750538618,21.3405444338,0.00231952395684,0.0339078387759,0.2,0.1,0.0053254391635,0.00797375970086,1.94808792573,0.00435359135593,0.0234411627655,0.999982067515,0.235312896156,1.12071801358,0.0679416983204,0.31920647172,-0.452404907821,0.0910129999975,0.424642731777,0.0494999040662,0.82159981551,0.850398842316,,,,110849.79-001304.2,110849.79-001304.2,167.207491,-0.217859,89581257,3837,55572,280,3.660212,3.660212,7.84E-4,0,3.676211,0.006353,0.1704,3.6519,3.6758,-1.0,0,3298535030784,0,0,0,0,0,,,,0,-0.2595,14.44,13.54,-1.0,-1.0,5105.6,1256.3,3849.3,1.22,11.7,0.494,8190.5,2670.3,5520.2,0.86,27.1,59.6,,,,-1.0,,,0,,,,,,0,,,0,,,,,,6793,54210,301,3,44,1237674649923093191,0.0103172,2.79797,8.10037,8.56059,10.0065,17.002439,79.673355,24.425436,17.041763,1.486248,24.595,21.382,20.228,20.168,19.993,0.94,0.043,0.027,0.031,0.088,0.148254,2.75346,7.73667,8.44969,9.15364,-26.69,0.005,0.25,0.184156,0.133566,0.101279,0.071808,0.179929,0.140199,0.096989,0.072073,0.053609,21.901,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,0.0191,295.4423,0.0553,543.9444,,,,,,,,,,,,,,17.231,0.154,7.0,1.01,16.966,0.444,2.4,0.89,12.514,,,0.82,8.878,,-0.7,0.0,0000,BCUU,0.16,1,3.12075E-31,3.25815E-32,4.56562E-31,3.91693E-32,4.54904E-31,5.41241E-32,3.63426E-31,5.69732E-32,0,,,,DR12,DR7,0.5437496769990751
Blind14A_30_N12_1390_2846,HiTS111239-001627,168.163801381,-0.27426796996,1390.61411817,2846.00453626,QSO,BROADLINE,QSO,,0.0748676527042,0.844678587904,1.0,0.333333333333,116.557456769,0.0653241770194,0.179936209655,0.0,43.9102316068,0.0583461943588,0.246035497773,0.294235520222,0.661753215116,0.823100124787,0.0465733711222,0.0161324425703,0.021915867967,0.00601148210678,0.0,0.0345409803423,-2.27687097606,-1.99137336108,0.0317030593175,0.00786099740831,0.0162013815392,0.00589404949973,0.0,-1.28289876881,0.18760007187,-1.04229807497,0.019370357574,0.00541598112979,0.0103680573455,0.00276266956104,0.0,0.64428186562,0.997914695126,0.338334383957,0.023272102496,-0.00278599304525,0.969782753979,20.9729069781,0.00205928772282,0.0231562043703,0.380952380952,-0.0666666666667,0.0043254008413,0.00684272842055,1.14155444111,0.5352135,0.00623480269222,0.999716956784,0.377849796949,0.974852073325,0.0488451666709,0.223119021188,0.379086225717,0.182025999995,0.0222955120125,0.0431892498518,0.784985192869,0.660328727976,,,,111239.30-001627.8,111239.30-001627.8,168.163766,-0.274391,89572916,3838,55588,492,0.826121,0.826121,1.16E-4,0,0.82481,,0.1105,-1.0,-1.0,0.8228,1,3298535014400,0,0,0,0,0,,,,0,500.0,11.75,-1.0,14.2,5.17,,,,-1.0,,,,,,-1.0,,,5752.0,3228.6,2523.4,4.63,91.5,2.49,0,,,,,,0,,,0,,,,,,6793,54210,301,3,50,1237674649923486136,2.02647,3.27914,3.55256,4.62679,6.17915,13.354107,72.727615,47.89159,26.629181,1.785125,21.728,21.21,21.122,20.835,20.507,0.145,0.039,0.044,0.045,0.128,-1.0,-1.0,-1.0,-1.0,-1.0,-22.56,0.258,0.188,0.138428,0.100399,0.07613,0.053977,0.177889,0.13861,0.09589,0.071257,0.053002,21.965,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,,,,,,,,,,,,,,,,,,15.634,0.047,22.9,1.54,15.007,0.078,13.9,1.11,11.461,0.19,5.7,0.96,8.293,,1.8,0.0,0000,AABU,0.84,0,0.0,,,,,,,,0,,,,DR12,DR7,0.4608587382260716
Blind14A_30_N21_1018_3331,HiTS110941-003431,167.421532823,-0.575406171189,1018.0322329,3331.08228994,QSO,BROADLINE,QSO,,0.0598075947696,0.292240552209,1.0,0.35,341.864056393,-0.0717504246437,0.0614731067595,0.0,8.21835656028,0.279821057897,0.322941386297,0.380919755639,0.682735435754,0.8269036608,0.0477728740303,0.0130839115658,0.0146027936648,0.00734804079471,0.0,0.778944996399,-1.31505843196,-0.429128778816,0.0194544700686,0.00495009897975,0.0115608812521,0.00879716025922,0.0,0.12800309545,-0.262153671041,0.483091273838,0.017890137834,0.00741954747768,0.0122987369966,0.00854881633289,0.0,-0.102797504571,2.00384152282,0.757173603911,-0.00432126909629,0.00647894885278,1.00457722486,21.0154456359,0.00157877081658,0.022651000375,0.1,-0.0333333333333,0.00294866228255,0.0051785788778,0.0623332191797,0.0177146131034,0.00527732318862,0.601450526805,0.299446797529,0.927089239839,0.041648655294,0.247575406625,-0.106878490557,0.0910129999975,-0.596466865916,0.0331785722672,0.852006061373,0.751361006371,,,,110941.13-003431.8,110941.13-003431.8,167.421376,-0.575522,83592294,3773,55240,906,2.372713,2.372713,6.91E-4,0,2.364965,,0.2179,2.3661,2.3686,2.3731,0,2199023931392,0,0,0,0,0,,,,2,0.7696,3.39,7.23,0.65,-1.0,3480.3,2062.5,1417.8,6.3,50.9,1.66,2195.8,1136.1,1059.6,1.55,31.0,7.03,7254.4,5436.0,1818.5,1.84,148.0,10.6,0,,,,,,0,,,0,,,,,,756,51259,301,2,345,1237648720688382292,1.89791,3.14351,3.05238,3.22465,4.49331,23.056097,74.677483,45.474136,22.029873,1.418039,21.798,21.256,21.287,21.225,20.84,0.118,0.04,0.053,0.071,0.193,1.68667,2.83847,2.74932,3.06208,3.54947,-24.66,-0.041,0.187,0.137524,0.099744,0.075633,0.053625,0.236886,0.18458,0.127692,0.094889,0.07058,21.901,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,0.0031,324.5748,-0.0382,215.0207,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,1,8.22733E-32,1.61895E-32,1.54468E-31,2.41082E-32,7.55375E-32,7.12943E-32,2.02132E-31,6.80668E-32,0,,,,DR12,DR7,0.7018364667679436
Blind14A_30_N31_1312_0798,HiTS111125-005531,167.85751553,-0.925332427039,1312.04908819,798.456598366,QSO,BROADLINE,QSO,,0.0628345058424,0.195346790413,1.0,0.285714285714,35.1128725422,-1.1942321021E-9,0.595078684357,0.0,124.080179875,0.215031799736,0.291362885719,0.33968065339,0.562416696462,0.710987753286,0.0395059342054,0.0166437448646,0.0136486085237,0.0125790292308,0.0,-0.333852220531,-1.51675486865,0.645074438582,0.0223187477584,0.00809958461849,0.00503147449349,0.0100206318147,0.0,0.964152971531,0.542439743387,0.331353438123,0.0112705863307,0.00564270504675,0.0044445665308,0.00914125339219,0.0,0.870585953012,-0.541231256232,-0.140850895638,0.00773833158582,0.00227003118288,1.12528930975,20.8949219964,0.00170523754548,0.0225547120501,0.380952380952,0.0666666666667,0.00355830823074,0.00593407371971,0.178529384846,0.179735876866,0.00399249409161,0.962163691146,0.230688190351,1.37206624375,0.0398754349216,0.182740789959,-0.0462437275567,0.0910129999975,0.0379547231348,0.0356308054982,0.803525793686,0.855573867382,,,,111125.79-005531.6,111125.79-005531.6,167.857462,-0.925459,73792995,3837,55572,126,2.153,2.156307,8.05E-4,0,2.154579,,0.1116,2.1545,2.1482,2.1552,0,3298535018496,0,0,0,0,0,,,,0,0.4481,2.74,3.75,1.45,-1.0,5376.0,2752.9,2623.1,5.74,45.0,2.08,9417.0,5147.2,4269.8,1.46,40.2,3.79,3827.3,1806.5,2020.8,1.86,75.0,4.34,0,,,,,,0,,,0,,,,,,756,51259,301,1,348,1237648720151707971,4.46097,6.31217,6.97292,7.7708,8.68186,20.472057,38.042362,28.038403,15.029655,1.230494,20.875,20.499,20.391,20.273,20.146,0.054,0.028,0.029,0.036,0.111,4.75136,6.44403,6.88945,7.23401,8.45552,-25.39,0.073,0.186,0.137153,0.099475,0.075429,0.05348,0.224438,0.17488,0.120982,0.089902,0.066871,21.965,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,,,1.1631,127.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,1,1.9672E-31,3.98545E-32,7.05202E-32,4.99677E-32,2.08647E-31,6.02033E-32,1.89162E-31,5.77383E-32,0,,,,DR12,DR7,0.49472734513397276
Blind14A_30_S17_0517_1132,HiTS111054+002655,167.728214974,0.448614278317,517.640457327,1132.64031617,QSO,BROADLINE,QSO,,0.0495127184874,0.364705597517,1.0,0.263157894737,548.780416538,0.162925500588,0.03738977104,0.0,7.33205975475,0.166426557725,0.242996504127,0.589128032776,0.618549548003,0.776583787927,0.0367987283225,0.0107654636019,0.0103254301597,0.00341484418999,0.0,-1.39786624435,-1.01687834488,-0.184491132238,0.0187765192123,0.00466855592589,0.00858655541645,0.00586527953269,0.0,-0.0801212135758,-1.59452659454,0.282925935039,0.0113115913513,0.00463146536412,0.00547375559002,0.0034089726715,0.0,2.13453963929,0.58155173511,1.73586909713,-0.00344937800406,-0.00380323861405,0.687661050983,20.5187741256,0.00140713633788,0.0186992558948,0.263157894737,-0.0666666666667,0.00249722970949,0.00467209982847,0.335020956489,0.337976171052,0.019531249709,0.978911737504,0.250330063298,0.998652847365,0.0377068811765,0.202232265447,-0.00142601464462,0.0906504000013,-0.434393081983,0.0288727126809,0.659839544679,0.796763609204,,,,111054.74+002654.7,111054.74+002654.7,167.728092,0.448553,108084603,3837,55572,888,1.827984,1.827984,8.08E-4,0,1.82627,7.4E-4,0.07273,1.8296,1.8155,1.8212,0,2199023386624,0,0,0,0,0,,,,0,-0.8166,2.84,3.39,3.26,-1.0,4367.6,1429.5,2938.1,4.63,31.7,1.02,5095.7,2225.8,2869.9,3.52,33.8,1.4,5667.7,2774.0,2893.7,2.88,61.2,1.56,0,,,1090.9,96.1,14.3,0,,,4,477.1,6732.3,,,,6793,54210,301,5,48,1237674650997096748,2.81551,3.9405,4.59334,7.34551,6.4377,13.957717,64.129631,34.004585,15.350294,1.823094,21.373,21.011,20.844,20.334,20.464,0.103,0.034,0.04,0.038,0.122,-1.0,-1.0,-1.0,-1.0,-1.0,-24.97,0.363,0.246,0.181265,0.131469,0.099689,0.070681,0.254821,0.198555,0.137359,0.102073,0.075923,21.901,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,-0.039,380.7079,0.4054,149.7481,,,,,,,,,,,,,,16.724,0.096,11.3,0.95,15.592,0.134,8.1,0.87,12.176,0.399,2.7,1.03,8.369,,1.3,0.0,0000,ABCU,0.68,1,1.84509E-31,2.88705E-32,2.57477E-31,4.23047E-32,3.52843E-31,5.6429E-32,1.31416E-31,5.97844E-32,0,,,,DR12,DR7,0.49461314141732726
Blind14A_31_S5_1947_2695,HiTS111650-020454,169.211937794,-2.08187856982,1947.64256478,2695.05902233,QSO,BROADLINE,QSO,,0.138123044775,0.380543178779,1.0,0.444444444444,62.1283259362,-0.101641421759,0.34066876644,0.0,9.11312969517,0.164295365181,0.420066203428,0.56233167513,0.577532108118,0.918703449777,0.0920518870554,0.0177368609231,0.0479716706058,0.0324806310455,0.0,-0.604318287782,-2.19000680748,-2.440310288,0.062395715666,0.0335622426128,0.0159276702782,0.0238391061878,0.0,-0.914002565143,1.39413468875,0.171307149483,0.0330346796509,0.0180397479779,0.0198954243579,0.0213569131395,0.0,-1.26057653708,-0.325122142863,-1.27234715861,0.021862867938,0.0117810011225,2.24948001722,21.1651801577,0.00395217383229,0.0737469454024,0.333333333333,0.1,0.00704455973834,0.0124722195119,0.0933025956489,0.00554874918989,0.0039012208221,0.999709091291,0.407893810138,0.502528413406,0.138761193807,0.228008147658,0.130850138151,0.0879123999912,-0.732185358285,0.083648471175,0.815486809358,0.721179786042,,,,111650.85-020454.6,111650.85-020454.6,169.211916,-2.08185,61310342,3774,55244,496,1.65,1.65,4.68E-4,0,1.648609,7.35E-4,0.07213,1.6487,1.6482,1.6487,0,3298535014400,0,0,0,0,0,,,,0,-0.8542,3.8,4.87,3.31,-1.0,3286.4,1454.3,1832.1,8.33,47.6,2.73,4702.2,1650.8,3051.4,4.09,21.7,1.31,5123.4,2343.6,2779.8,3.53,57.1,1.52,0,,,,,,0,,,0,,,,,,1140,51586,301,4,109,1237650371014098991,2.67605,5.54679,5.98622,9.67377,4.84865,6.007495,36.272945,23.753092,7.159087,0.455575,21.428,20.64,20.557,20.036,20.762,0.165,0.032,0.037,0.042,0.317,-1.0,-1.0,-1.0,-1.0,-1.0,-25.04,0.315,0.24,0.17641,0.127947,0.097018,0.068787,0.269651,0.21011,0.145353,0.108013,0.080342,22.039,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,-0.1113,321.1662,0.0039,81.2055,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0,0.0,,,,,,,,0,,,,DR12,DR7,0.1293290282746131
Blind14A_34_N10_0450_2738,HiTS112440-021806,171.17042164,-2.3018569149,450.448846075,2738.1036691,QSO,BROADLINE,QSO,,0.0475795273675,0.890422100024,1.0,0.380952380952,34.998664709,-3.35882687809E-9,0.594941097241,0.0,7.86203909576,0.414124352403,0.527626209992,0.741090267713,0.828709387337,0.957628567862,0.0412934439594,0.020822104848,0.0137202125419,0.0122901383164,0.0,0.910087239227,-0.836303671192,-1.23264746821,0.0230580051463,0.00351985988363,0.00504250833535,0.0128012395149,0.0,-0.183657696199,1.22472171798,0.868393077974,0.0161682287696,0.0023766533837,5.13198171479E-4,0.00126322114918,0.0,1.38984633852,-0.0627944648868,1.66955602921,-0.0191251407183,0.00122284006497,0.884274507855,20.822143984,0.00147987353872,0.0262024530827,0.238095238095,-0.133333333333,0.00307746213073,0.00361317363479,0.154157732933,0.00552649761136,0.00994727953987,0.82836360736,0.376769037737,0.597706080787,0.0481066301104,0.182274044147,-0.275312898291,0.0903640000033,-0.493430690831,0.0308141399013,0.860235124312,0.624752321866,,,,112440.85-021806.5,112440.85-021806.5,171.170227,-2.301819,59634005,3774,55244,146,3.012208,3.012208,4.08E-4,0,3.01053,0.001995,0.06195,3.0016,3.0147,-1.0,0,2199023927296,0,0,0,0,0,,,,0,0.2415,1.2,1.0,-1.0,-1.0,4939.3,1792.1,3147.2,4.68,25.0,0.866,6144.9,1868.9,4275.9,2.28,25.9,4.48,,,,-1.0,,,0,,,,,,0,,,0,,,,,,1231,51606,301,4,13,1237650761849831833,1.31641,5.73975,7.66922,8.08604,9.27744,11.641095,40.021259,20.193638,11.210487,0.713427,22.189,20.602,20.288,20.23,20.075,0.236,0.03,0.031,0.04,0.137,1.31641,5.73975,7.66922,8.08604,9.27744,-26.2,0.119,0.235,0.173217,0.125631,0.095262,0.067542,0.2595,0.202201,0.139882,0.103947,0.077318,21.998,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,-0.2903,12.0493,0.1522,1.7961,,,,,,,,,,,,,,17.264,0.161,6.8,0.89,16.102,0.203,5.4,0.85,12.268,0.482,2.3,0.89,8.792,,-0.6,0.0,0000,BBCU,0.67,0,0.0,,,,,,,,0,,,,DR12,DR7,0.7133194114601873
Blind14A_34_S22_1278_1975,HiTS112505-013220,171.271151176,-1.53913828791,1278.53779647,1975.74228007,QSO,,QSO,,0.135522936697,0.19717201338,2.0,0.318181818182,69.667683561,0.0847486958905,0.316008083317,0.0,11.3358516233,0.145233829212,0.215334918473,0.454795708839,0.654440965656,0.76196043198,0.0830293038596,0.0296253762143,0.015159969511,0.0186161479944,0.0,1.53524922334,0.732823883152,1.99008231933,0.0749025227606,0.0265079485481,0.0427106795119,0.0251907868107,0.0,1.04838150513,0.308930512613,0.46091709917,0.0416432064077,0.0297609971349,0.0112154963327,0.0171233371112,0.0,-0.0328153578603,-1.54632740367,-0.225242579231,0.0643660643512,0.0183576316929,4.44604324673,22.0155511512,0.00356775569768,0.0557383414204,0.272727272727,0.233333333333,0.00852491518882,0.0125722513987,2.19479053023,0.0052940907854,2.04081628681,0.992764153053,0.330460613446,1.06912625622,0.107212612854,0.297286718198,0.416051697163,0.0903640000033,0.10140214245,0.0785461080574,0.842030231305,0.803812921061,,,,112505.04-013221.1,112505.04-013221.1,171.271037,-1.539214,65727168,3774,55244,930,1.115,1.106361,0.00106,0,1.119148,,0.1552,-1.0,1.1157,1.1102,0,2199023386624,0,0,0,0,0,,,,0,0.435,3.83,1.19,5.41,-1.0,,,,-1.0,,,9489.1,2521.1,6968.0,1.14,37.3,2.09,5821.7,3571.5,2250.2,1.8,66.5,2.35,0,,,,,,0,,,0,,,,,,1231,51606,301,6,13,1237650762923573465,1.66633,2.042,2.56516,2.2056,2.66242,9.915915,56.865604,25.11459,10.617357,1.513961,21.938,21.723,21.475,21.634,21.361,0.204,0.07,0.084,0.149,0.29,1.66633,2.042,2.56516,2.2056,2.66242,-22.51,-0.219,0.237,0.174718,0.12672,0.096088,0.068128,0.249743,0.194598,0.134622,0.100039,0.07441,21.998,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,-0.0141,281.278,0.4572,236.4666,,,,,,,,,,,,,,16.912,0.111,9.8,1.07,16.403,0.244,4.5,0.83,12.491,,-0.5,0.84,8.301,,1.2,0.0,0000,BBUU,1.78,1,9.45849E-32,3.04426E-32,6.3201E-32,4.33647E-32,1.31612E-31,7.79596E-32,1.39239E-31,6.13022E-32,0,,,,DR12,DR7,0.49306957024760756
