internalID,ID,raMedian,decMedian,X,Y,spCl,spSubCl,Var_Type,Var_subType,Amplitude,AndersonDarling,Autocor_length,Beyond1Std,CAR_mean,CAR_sigma,CAR_tau,Con,Eta_e,FluxPercentileRatioMid20,FluxPercentileRatioMid35,FluxPercentileRatioMid50,FluxPercentileRatioMid65,FluxPercentileRatioMid80,Freq1_harmonics_amplitude_0,Freq1_harmonics_amplitude_1,Freq1_harmonics_amplitude_2,Freq1_harmonics_amplitude_3,Freq1_harmonics_rel_phase_0,Freq1_harmonics_rel_phase_1,Freq1_harmonics_rel_phase_2,Freq1_harmonics_rel_phase_3,Freq2_harmonics_amplitude_0,Freq2_harmonics_amplitude_1,Freq2_harmonics_amplitude_2,Freq2_harmonics_amplitude_3,Freq2_harmonics_rel_phase_0,Freq2_harmonics_rel_phase_1,Freq2_harmonics_rel_phase_2,Freq2_harmonics_rel_phase_3,Freq3_harmonics_amplitude_0,Freq3_harmonics_amplitude_1,Freq3_harmonics_amplitude_2,Freq3_harmonics_amplitude_3,Freq3_harmonics_rel_phase_0,Freq3_harmonics_rel_phase_1,Freq3_harmonics_rel_phase_2,Freq3_harmonics_rel_phase_3,Gskew,LinearTrend,MaxSlope,Mean,Meanvariance,MedianAbsDev,MedianBRP,PairSlopeTrend,PercentAmplitude,PercentDifferenceFluxPercentile,PeriodGLS,PeriodLS,PeriodWMCC,Period_fit,Psi_CS,Psi_eta,Q31,Rcs,Skew,SlottedA_length,SmallKurtosis,Std,StetsonK,StetsonK_AC,g-i,g-r,r-i,SDSS,SDSSo,RAJ2000,DEJ2000,THINGID,Plate,MJD,Fiber,z.v,z.b,e_z.b,f_z.b,z.PCA,e_z.PCA,qCont,zCIV,zCIII,zMgII,Morph,Btarg1,Atarg1,Atarg2,eBtarg0,NspBOSS,f7,Plate7,MJD7,Fiber7,US,alphanu,SNRSpec,SNR1700,SNR3000,SNR5150,FW(CIV),HW(CIV)b,HW(CIV)r,A(CIV),W(CIV),e_W(CIV),FW(CIII),HW(CIII)b,HW(CIII)r,A(CIII),W(CIII),e_W(CIII),FW(MgII),HW(MgII)b,HW(MgII)r,A(MgII),W(MgII),e_W(MgII),BAL-VI,BI(CIVt),e_BI(CIVt),AI(CIVt),e_AI(CIVt),Chi2CIVt,N2t,Vmin2t,Vmax2t,N.45t,Vmin.45t,Vmax.45t,W(SiIVt),W(CIVt),W(AlIIIt),RUN,Ph-MJD,Rerun,Colcam,Field,objID,Fu,Fg,Fr,Fi,Fz,IVFu,IVFg,IVFr,IVFi,IVFz,umag,gmag,rmag,imag_2,zmag,e_umag,e_gmag,e_rmag,e_imag,e_zmag,Fut,Fgt,Frt,Fit,Fzt,iMAG_2a,D(g-i),Extu,Extg,Extr,Exti,Extz,ExtuR,ExtgR,ExtrR,ExtiR,ExtzR,logNHI,Varmatch,Varchi2,VarA,Vargamma,logXct,SNR(X),sepX,NDetX,F0.2-12,e_F0.2-12,F0.2-2,e_F0.2-2,F4.5-12,e_F4.5-12,F0.2-12W,e_F0.2-12W,L0.2-12,L0.5-2,L4.5-12,L0.2-2W,f_F4.5-12,sepXM,GALEX,FFUV,IVFUV,FNUV,IVNUV,Jmag,e_Jmag,SNR(J),f_Jmag,Hmag,e_Hmag,SNR(H),f_Hmag,Kmag,e_Kmag,SNR(K),f_Kmag,Sep2,W1mag,e_W1mag,W1SNR,W1chi2,W2mag,e_W2mag,W2SNR,W2chi2,W3mag,e_W3mag,W3SNR,W3chi2,W4mag,e_W4mag,W4SNR,W4chi2,CCflags,PHflag,sepW,UKIDSS,FY,e_FY,FJ,e_FJ,FH,e_FH,FK,e_FK,FIRST,F1p,SNR(1),sep1,DR12,DR7,Separation
Blind15A_24_N13_1084_2008,HiTS095238-001901,148.162092622,-0.317191263885,1084.90372583,2008.60395054,QSO,,QSO,,0.134204059669,0.974972334248,2.0,0.259259259259,2.31873153289,-0.0314965703734,9.2693225403,0.0,140.677272607,0.128588857118,0.180661408475,0.485515055024,0.54479830594,0.818598833015,0.0738095544502,0.0348336567995,0.0444181243381,0.0168338145884,0.0,0.596325807941,2.84417952634,0.88098618071,0.043542112365,0.0132936261248,0.027080680592,0.0216974276728,0.0,-1.27719079815,-0.19889357608,0.0793257651849,0.0320678393874,0.017648428,0.00409973799538,0.00876026993973,0.0,0.0699896194621,-1.39832808854,-1.23756553462,0.0991940694283,0.00266946768654,2.99896887212,21.4930704627,0.00338800543264,0.0410367079032,0.333333333333,0.0,0.0090187256998,0.0127843279215,1.41143210443,9.3859938375,0.00427642811498,0.910424447106,0.364853226042,1.01568785811,0.0804374243507,0.355215968752,0.800026205225,0.808435200015,0.512308046643,0.0728186394919,0.531247078474,0.783468144658,0.181907423049,0.0619811383748,0.119926284675,095238.86-001902.1,095238.86-001902.1,148.161946,-0.317269,90973475,3828,55539,422,2.891735,2.891735,3.69E-4,0,2.849649,,0.3116,-1.0,-1.0,-1.0,0,3298535538688,0,0,0,0,0,,,,2,500.0,6.32,8.43,-1.0,-1.0,,,,-1.0,,,,,,-1.0,,,,,,-1.0,,,0,,,,,,0,,,0,,,,,,1473,51671,301,3,34,1237651800696422965,-0.0408986,1.96504,2.71791,3.09197,3.08207,18.631475,62.148899,26.306217,15.58094,0.856407,24.793,21.764,21.412,21.271,21.22,0.889,0.07,0.078,0.088,0.343,0.139421,2.13436,2.86102,3.04934,4.00132,-25.07,0.263,0.242,0.178208,0.129252,0.098008,0.069489,0.186534,0.145346,0.100549,0.074719,0.055577,21.859,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,0.0848,7.9104,0.1632,5.1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,1,1.1885E-31,2.45686E-32,1.2693E-31,3.74267E-32,5.40676E-32,4.35995E-32,1.71025E-31,5.64575E-32,0,,,,DR12,DR7,0.5974292514022864
Blind15A_24_S5_0030_1283,HiTS095034+000522,147.643968065,0.0894737079371,30.4840670761,1283.10018764,QSO,BROADLINE,QSO,,0.0875445022415,0.999221632181,1.0,0.307692307692,6011.3717196,0.608746150016,0.00347417533233,0.0,156.447534803,0.0908936609441,0.219332240481,0.589407426259,0.694845338089,0.916582035794,0.0581872061039,0.018229835801,0.010428669227,0.0158322321449,0.0,-1.34614009219,0.583958155584,-1.5797105319,0.0297195985437,0.0146359780276,0.0189736016975,0.00485886086644,0.0,2.6349527235,1.57742863848,0.324999187826,0.0253528282998,0.0135281933152,0.022221937696,0.012468991092,0.0,-0.155189473818,2.02617934607,1.6934109426,0.0600427496541,-0.00159956732897,1.61664621496,20.8845593417,0.00250588274445,0.0330527679847,0.346153846154,-0.0333333333333,0.00598214826112,0.0079785180468,0.998510145086,0.144122746065,0.0068212821171,0.990046923834,0.309076376492,1.185570479,0.0787936217466,0.260277687139,0.752187696683,0.0673696000013,-0.213694225171,0.0523342568797,0.823226316113,0.730415078429,0.376937479171,0.299259610739,0.0776778684321,095034.50+000521.7,095034.50+000521.7,147.643766,0.089367,99077752,3827,55565,196,0.871143,0.871143,2.2E-4,0,0.872456,8.19E-4,0.05656,-1.0,-1.0,0.8726,0,2199023386624,0,0,0,0,0,,,,2,500.0,1.72,-1.0,1.21,0.8,,,,-1.0,,,,,,-1.0,,,6179.3,3287.9,2891.4,4.06,42.6,0.951,0,,,,,,0,,,0,,,,,,1239,51607,301,4,182,1237650796220645678,4.18907,7.01262,8.83085,9.91929,10.9662,16.603636,43.228737,22.728292,13.430844,1.122503,20.944,20.385,20.135,20.008,19.895,0.063,0.024,0.026,0.03,0.093,3.49957,5.68623,7.70713,8.74333,11.6566,-23.56,0.217,0.296,0.21763,0.157843,0.119688,0.08486,0.203621,0.15866,0.10976,0.081564,0.060668,21.921,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,0.573,127.2002,3.2381,32.6877,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,1,4.17433E-31,2.61706E-32,5.42063E-31,4.04221E-32,6.22511E-31,4.50666E-32,4.71535E-31,6.02927E-32,0,,,,DR12,DR7,0.8226354368592248
Blind15A_24_S23_1237_2954,HiTS095103+002940,147.765948783,0.494690665248,1237.51507911,2954.3679,QSO,BROADLINE,QSO,,0.0489180826447,0.999046249187,2.0,0.148148148148,6.92433432663,-0.0113449942056,2.81642645168,0.0,97.0803864107,0.0973702242743,0.265384711528,0.319802682809,0.388001276113,0.89053821504,0.0582668970228,0.0312335183578,0.0253306886756,0.0251217185134,0.0,-0.981131213132,1.80153014443,1.12493268767,0.0791092345502,0.073974944739,0.034695138953,0.0265246271028,0.0,1.75550019979,1.7431539319,1.40439858005,0.08185639581,0.0107584017842,0.043394168261,0.0207406710492,0.0,0.134888078289,-0.672895428983,-0.556027708375,0.0577453967268,0.00265799011639,0.922814245343,19.5018783578,0.00129416146273,0.0141469936349,0.296296296296,0.0,0.00415072908369,0.00520820024336,18.7666671833,50.0586338,0.00390701313508,0.807997153759,0.370383927617,1.20727508996,0.0303580272285,0.370383927617,1.39494985931,0.269478400005,2.95893131325,0.0252385794214,0.814014694808,0.668004169493,0.132203385409,0.0461586086035,0.0860447768052,095103.81+002940.6,095103.81+002940.6,147.765904,0.494617,108413199,3828,55539,522,2.245,2.249416,1.78E-4,0,2.256219,4.39E-4,0.05047,2.2481,2.2475,2.2459,0,3298535555072,0,0,0,0,0,,,,2,-0.5525,1.91,2.48,1.27,-1.0,4537.9,1629.2,2908.7,22.46,38.9,1.23,6827.1,2626.0,4201.1,7.03,37.7,0.999,4964.2,3212.3,1751.9,8.01,53.8,1.07,1,1552.5,11.4,2106.7,17.6,108.7,1,10361.4,16367.0,1,10360.3,16365.3,,,,1239,51607,301,5,183,1237650796757582055,10.2777,17.2633,20.1155,21.3667,27.1731,9.711714,16.05974,11.913243,6.208529,1.037722,19.97,19.407,19.241,19.176,18.914,0.034,0.016,0.016,0.02,0.039,9.68191,16.6733,20.1493,21.5127,27.493,-26.61,0.092,0.26,0.191446,0.138853,0.105288,0.07465,0.211318,0.164658,0.113909,0.084647,0.062962,21.921,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,0.0859,175.0912,1.5498,127.3078,,,,,,,,,,,,,,16.007,0.057,19.2,1.0,14.745,0.062,17.6,0.81,10.977,0.107,10.1,1.06,8.98,0.542,2.0,0.0,0000,AAAC,0.08,1,8.39807E-31,3.46686E-32,8.14661E-31,3.27888E-32,8.33912E-31,4.60045E-32,1.10445E-30,5.50384E-32,0,,,,DR12,DR7,0.3103512452258638
Blind15A_25_S20_1595_1331,HiTS094746+024159,146.944881454,2.6997333155,1595.9568602,1331.6796078,QSO,BROADLINE,QSO,,0.0642088332779,0.820721985093,1.0,0.37037037037,6902.21438582,0.632218010422,0.00298820975044,0.0,384.001114092,0.244809030243,0.382516345479,0.472287354872,0.742446993482,0.948503831755,0.0381152181096,0.0081467092402,0.0121546842364,0.0148132142986,0.0,-0.784131401198,-0.473031153413,-0.0427081135722,0.0285295499831,0.00667534697119,0.026658004668,0.00187563445302,0.0,-1.68712988529,0.427242535921,-1.27392941159,0.01940903828,0.00357871753547,0.00383329455943,0.0144937906251,0.0,-0.00394963623325,-0.0161523016275,0.628472743061,-0.0431575120238,6.64247768007E-4,1.92002831064,20.6252643273,0.00179497272111,0.0259244494396,0.296296296296,-0.0666666666667,0.00432948326768,0.0049115035127,0.0975894984746,0.15466105829,0.0283687943262,0.999999859327,0.199766612186,1.61124553226,0.0514707472176,0.145574672116,-0.609752023319,0.0673624000046,-0.097361398718,0.0370217868332,0.814970269959,0.657222924315,-0.142035047292,-0.275294325379,0.133259278087,094746.77+024158.1,094746.77+024158.1,146.944897,2.699486,135720734,4736,55631,996,2.468,2.473897,1.8E-4,0,2.466126,3.8E-4,0.09097,2.4676,2.4662,-1.0,0,3298535424000,0,0,0,0,0,,,,1,-1.0536,2.79,2.51,1.0,-1.0,2437.1,1107.3,1329.8,23.89,83.1,4.98,17251.4,6181.2,11070.2,2.58,39.4,2.57,,,,-1.0,,,0,,,,,,0,,,0,,,,,,1907,51878,301,5,163,1237653665794425226,2.96858,5.33353,5.41645,5.63818,5.83517,15.424746,40.586964,22.570303,13.69539,1.05843,21.316,20.682,20.665,20.621,20.568,0.093,0.032,0.042,0.052,0.175,2.91628,5.10047,5.3964,5.80245,6.71439,-25.38,-0.065,0.261,0.192288,0.139463,0.105751,0.074978,0.185968,0.144905,0.100244,0.074492,0.055409,21.936,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,0.1272,10.8933,-0.1936,16.6645,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,1,2.93137E-31,2.92886E-32,2.98309E-31,5.1939E-32,3.76997E-31,5.01354E-32,5.69446E-31,4.99509E-32,0,,,,DR12,DR7,0.892089141764554
Blind15A_26_N3_0914_1699,HiTS095907+020821,149.782039945,2.13922447448,914.215757559,1699.81934477,QSO,STARBURST_BROADLINE,QSO,,0.12435702438,0.38650243327,1.0,0.285714285714,2672.78322718,0.690646232287,0.00772338345923,0.0,251.776023582,0.163084646522,0.311726195066,0.49309905431,0.688921861631,0.934484656236,0.0672434403885,0.0497141004254,0.0173241854531,0.00643774911436,0.0,0.478373068379,1.53056825834,1.79370211316,0.0430492320099,0.0244942729632,0.0308670214213,0.0317527599817,0.0,-0.0153413380211,1.62908791048,-0.175629713333,0.0475333717772,0.0132243797064,0.00895367966236,0.00749105132192,0.0,-1.61287747216,-0.0526634772342,-1.42049459371,-0.0314577396782,-0.00370932332134,2.64959400244,20.6429297669,0.00308299983506,0.0449824205171,0.25,-0.0333333333333,0.00707061286837,0.00888641180535,0.0913333027257,0.194781129961,0.00376024663766,0.974777404942,0.243719204397,1.18648698656,0.0885847559703,0.194976982684,-0.11713271917,0.067352500002,0.0950471793971,0.0636421490664,0.823877981169,0.744053839183,1.53220411046,1.11465851447,0.417545595997,095907.65+020820.6,095907.65+020820.6,149.781898,2.139075,131072034,4737,55630,263,0.354229,0.354229,4.4E-5,0,0.353124,,0.7833,-1.0,-1.0,0.3537,1,0,16384,0,0,0,0,,,,0,500.0,1.51,-1.0,1.64,1.8,,,,-1.0,,,,,,-1.0,,,3299.9,1980.6,1319.3,1.66,96.9,15.7,0,,,,,,0,,,0,,,,,,1462,51669,301,4,163,1237651753997107460,2.31807,3.67506,8.48492,11.1705,19.203,12.333542,49.439243,20.243649,9.688124,0.659363,21.583,21.086,20.178,19.88,19.29,0.132,0.042,0.028,0.031,0.069,-1.0,-1.0,-1.0,-1.0,-1.0,-21.44,0.876,0.108,0.079126,0.057389,0.043516,0.030853,0.164345,0.128057,0.088589,0.065831,0.048966,21.921,0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.14466E-13,1.66981E-14,6.83076E-15,4.71618E-16,3.47116E-14,1.13862E-14,4.96408E-14,5.06274E-15,5.10065E43,1.54676E43,2.21201E43,3.04381E42,,1.6047,0,,,,,,,,,,,,,,,,,,15.405,0.044,24.9,0.89,14.862,0.073,14.8,0.85,12.338,0.499,2.2,1.12,8.472,,0.6,0.0,0000,AACU,0.22,0,0.0,,,,,,,,0,,,,DR12,DR7,0.7418352825769152
Blind15A_26_N4_1000_3140,HiTS100047+020756,150.199140057,2.13239297105,1000.20601967,3140.06504421,QSO,BROADLINE,QSO,,0.0460808899504,0.999865641246,2.0,0.25,33.5610368018,0.0320145100677,0.595439873548,0.0,67.0903562968,0.117483859284,0.188130824597,0.534105545076,0.714010068398,0.938602267854,0.0266760942944,0.00977033930706,0.0124092909115,0.0024018958333,0.0,0.614709620472,1.45714869913,0.937568975645,0.0149175505491,0.00557998647219,0.00688484876652,0.00635736580223,0.0,-1.69890838414,-0.33714809967,-2.42772605741,0.00957538907876,0.00391790832262,0.0048583070621,0.002059700568,0.0,0.396375869018,0.407973091547,0.0213449137461,0.0431346450222,4.24560888765E-4,0.714430646562,19.9835795094,0.00140141579755,0.0153124781369,0.357142857143,-0.0333333333333,0.00343734721719,0.00467423374618,6.05994644121,1.19187500952,0.0671591699792,0.942305006526,0.334063822521,1.11377599977,0.0342708133944,0.336831329354,0.804362525578,0.269410000008,-0.210195820859,0.0280053040161,0.805314223125,0.707247527808,0.147111817887,0.0697519974633,0.0773598204237,100047.75+020756.9,100047.75+020756.9,150.198972,2.132499,131181506,4737,55630,187,2.153,2.158848,3.53E-4,0,2.156787,,0.06541,2.1574,2.1605,2.1581,0,2199023796224,99999999999999999,0,0,0,0,,,,0,-0.6175,21.9,22.5,17.9,-1.0,4271.7,1737.5,2534.2,9.85,47.3,2.14,6403.6,2120.3,4283.3,2.89,45.6,1.99,3045.9,1676.7,1369.2,3.03,44.3,1.98,1,,,,,,0,,,0,,,,,,1462,51669,301,4,166,1237651753997303926,12.2444,17.6098,19.2221,20.3075,27.5423,5.496631,6.365715,8.510904,6.731273,0.519449,19.78,19.386,19.29,19.231,18.899,0.038,0.024,0.019,0.021,0.055,-1.0,-1.0,-1.0,-1.0,-1.0,-26.39,0.036,0.085,0.062315,0.045196,0.034271,0.024298,0.222162,0.173107,0.119755,0.08899,0.066193,21.921,0,0.0,0.0,0.0,0.0,0.0,0.0,6,1.01072E-14,2.21822E-15,3.16131E-15,2.50473E-16,6.05629E-15,2.44067E-15,1.08367E-14,1.82013E-15,3.67267E44,2.20068E44,3.93774E44,1.14873E44,,0.8698,1,-0.0026,64449.3149,0.6856,45.288,,,,,,,,,,,,,,16.229,0.067,16.2,0.93,15.493,0.125,8.7,0.77,12.057,0.338,3.2,0.97,8.078,,1.9,0.0,0000,ABBU,0.5,1,5.75326E-31,2.89065E-32,5.3229E-31,4.47466E-32,6.10566E-31,4.89307E-32,6.75236E-31,5.5217E-32,0,,,,DR12,DR7,0.7149983307969752
Blind15A_26_N25_0106_4011,HiTS095911+013224,149.795987676,1.54019620321,106.326458421,4011.2799487,QSO,BROADLINE,QSO,,0.122147750578,0.405460031543,1.0,0.37037037037,62.997408994,-0.125545649589,0.333818756491,0.0,74.2697142926,0.149622442051,0.286160556712,0.470996536217,0.675925363525,0.913434937709,0.0803321759855,0.021197256765,0.0521538418407,0.0320851493445,0.0,0.983638940531,-0.950163651888,0.560024698348,0.0418530356091,0.015250601351,0.00289521336765,0.011994471164,0.0,0.674596184368,-0.177136691985,-0.717839191305,0.0332633379144,0.0041170370506,0.00987606970345,0.0146846355544,0.0,1.40996232494,1.40495949527,0.0649956480064,0.0356616691403,0.00353356430925,2.47167357306,21.0297167325,0.00339898447999,0.0630491798294,0.296296296296,0.0666666666667,0.00674733298997,0.0114682275554,0.635640790198,0.639047877447,0.022941041443,0.876711276012,0.306614638381,1.20015349361,0.111175370537,0.247299515719,0.239874600408,0.0674841,-0.589718689821,0.0714796807925,0.813812401982,0.742295587199,0.0928238918422,0.06157391276,0.0312499790822,095910.97+013225.0,095910.97+013225.0,149.795747,1.540296,125878272,4737,55630,258,3.244112,3.244112,2.71E-4,0,3.240545,0.001893,0.1425,3.2426,3.2448,-1.0,0,3298534883328,0,0,0,0,0,,,,1,0.4997,2.06,1.88,-1.0,-1.0,2736.9,1132.3,1604.5,5.56,39.2,1.98,3472.3,1281.8,2190.4,1.71,27.4,15.6,,,,-1.0,,,0,,,,,,0,,,0,,,,,,1907,51878,301,2,181,1237653664184992497,-0.0984497,4.07515,4.16097,3.50552,4.87026,19.855124,38.663811,10.942229,7.785168,0.677251,25.009,20.974,20.951,21.135,20.757,0.821,0.043,0.079,0.11,0.259,-0.0984497,4.07515,4.16097,3.50552,4.87026,-25.41,-0.567,0.114,0.083592,0.060628,0.045972,0.032595,0.179071,0.139531,0.096527,0.07173,0.053354,21.921,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.21622E-14,6.3575E-15,2.88179E-15,6.94698E-16,8.5839E-15,6.48935E-15,1.21622E-14,6.3575E-15,1.19197E45,8.41274E44,1.19197E45,2.82433E44,,1.3539,1,0.072,934.5722,0.1509,23.5891,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,1,1.60684E-31,2.15769E-32,2.12793E-31,2.56092E-32,1.58724E-31,4.11307E-32,2.00427E-31,5.06323E-32,0,,,,DR12,DR7,0.9376772480719759
Blind15A_26_S16_0470_3958,HiTS100024+023956,150.103871762,2.6655832966,470.100690962,3958.53670378,QSO,BROADLINE,QSO,,0.106659221144,0.228083393754,1.0,0.346153846154,9.99243545756,-0.0140809305553,2.14520155711,0.0,180.38500583,0.0961191234343,0.229927023616,0.417249130626,0.468108381429,0.886233615676,0.0599096480643,0.0421675597788,0.0221463800879,0.0271993592357,0.0,0.429149511363,0.875080724202,0.573953769555,0.0478570158081,0.0271638367407,0.0212728282191,0.0170589023291,0.0,-1.1910149634,0.425244635606,-0.452690040853,0.0312859664178,0.0017139253492,7.91039531256E-4,0.014234885418,0.0,0.600270785031,-0.0380081461808,1.01870805939,0.0123032725027,-9.53949947061E-4,2.17268087242,21.4357881029,0.00252350976555,0.0325691481538,0.346153846154,-0.1,0.00578608737125,0.00894724319223,0.141384565941,0.0451250754808,0.0331125819449,0.973001414705,0.31403732507,0.623583850032,0.0643828404733,0.346428181105,0.242555787509,0.067352500002,0.577584216089,0.0540934206098,0.829813812374,0.78019695186,-0.256432332361,-0.10437626434,-0.152056068021,100024.88+023956.5,100024.88+023956.5,150.103687,2.665719,134614704,4737,55630,811,2.954919,2.954919,2.27E-4,0,2.949621,7.2E-4,0.09242,2.9512,2.9496,-1.0,0,3298535424000,0,0,0,0,0,,,,1,-0.5497,2.19,2.7,-1.0,-1.0,3139.6,1572.5,1567.1,10.35,74.2,3.95,2490.3,1378.7,1111.6,2.43,19.8,5.16,,,,-1.0,,,0,,,,,,0,,,0,,,,,,1462,51669,301,5,165,1237651754534109863,1.16139,4.2304,4.7513,3.80003,3.79295,15.846756,37.56839,24.916731,12.191647,0.851299,22.322,20.934,20.807,21.048,21.013,0.228,0.042,0.046,0.081,0.289,1.16139,4.2304,4.7513,3.80003,3.79295,-25.29,-0.333,0.099,0.072572,0.052635,0.039912,0.028298,0.146492,0.114146,0.078965,0.05868,0.043647,21.95,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,0.0089,34998.2375,0.2431,17.5925,,,,,,,,,,,,,,17.779,0.241,4.5,1.26,15.968,0.175,6.2,0.92,12.228,0.457,2.4,0.83,8.791,,-0.6,0.0,0000,BBCU,1.57,1,1.32923E-31,2.3295E-32,2.02061E-31,3.85978E-32,2.69239E-31,4.45852E-32,2.43036E-31,5.1601E-32,0,,,,DR12,DR7,0.8246952771492573
Blind15A_26_S26_0370_2754,HiTS100003+030005,150.01611963,3.00143733123,370.156904007,2754.77272963,QSO,BROADLINE,QSO,,0.0626611811325,0.801419815511,1.0,0.285714285714,555.215106699,0.149689715978,0.0366729124339,0.0,162.826467827,0.111359092739,0.2460965084,0.308663323474,0.628768624777,0.755185249426,0.0333953533466,0.0129930818853,0.0195219728054,0.0143396592,0.0,0.160194247794,-0.733920166894,-0.362089068148,0.0244799406778,0.0139335715467,0.00214010421799,0.00247432823467,0.0,1.11051246037,-0.690505866568,0.512151304788,0.0179454015273,0.0043828192423,0.00275394500501,0.0116608646607,0.0,0.468585373188,-1.11089031954,-2.03202450988,0.0377291184168,0.00217687803485,1.19259405442,20.3613549899,0.00171438801088,0.0205707728803,0.285714285714,0.1,0.00439579189258,0.00654677825561,0.241487092373,5.56208337778,0.00664231138977,0.999533824029,0.215194099989,1.67120613292,0.0393781767991,0.237264808511,0.686151162494,0.067352500002,0.416109485727,0.0349072628801,0.815554940155,0.678492753714,0.00904053990349,0.147577356604,-0.1385368167,100003.82+030005.2,100003.82+030005.2,150.015932,3.00146,137701834,4737,55630,801,2.745429,2.745429,2.24E-4,0,2.742206,4.26E-4,0.06971,2.7405,2.7381,-1.0,0,3298535424000,0,0,0,0,0,,,,1,-1.1491,6.68,6.29,-1.0,-1.0,4370.7,2268.7,2102.0,14.67,103.0,5.03,5371.3,2235.6,3135.7,5.09,52.5,3.52,,,,-1.0,,,0,,,,,,0,,,0,,,,,,2125,51960,301,1,208,1237654599952761178,3.30565,10.1392,11.8487,13.2399,12.2724,15.867277,21.814272,16.437578,9.311888,1.288544,21.2,19.985,19.816,19.695,19.774,0.082,0.023,0.023,0.027,0.077,3.05845,10.1784,12.1109,12.5295,12.4052,-26.49,0.155,0.122,0.089902,0.065204,0.049443,0.035055,0.150661,0.117394,0.081213,0.06035,0.044889,21.95,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,-0.0062,21611.1403,-0.0426,18.7829,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,1,4.73079E-31,2.99943E-32,4.74291E-31,3.27633E-32,3.87225E-31,5.07674E-32,4.79909E-31,3.91157E-32,0,,,,DR12,DR7,0.6794600038620325
Blind15A_27_N8_0738_3653,HiTS095609-000420,149.038239146,-0.0723328404041,738.287829008,3653.63579892,QSO,BROADLINE,QSO,,0.103188610249,0.981161267835,1.0,0.259259259259,11.9276075201,0.0249666765779,1.78126615971,0.0,77.9721802633,0.121873441837,0.214744569347,0.359222193895,0.669293826892,0.889400570927,0.0583870475243,0.0194454918782,0.0321360374363,0.0277083172059,0.0,0.138751399967,-0.468357852832,-1.71271451904,0.0262240527773,0.0116040573896,0.0196403210748,0.0158795799388,0.0,-1.12269552166,0.898640206329,0.657423684727,0.023328691044,0.0167895304001,0.00690567243771,0.0145673894526,0.0,0.503038493803,-0.585638660123,-0.98186656772,0.0601267250739,0.00294962475787,1.57447333449,21.2462436417,0.00265546482632,0.0332680064762,0.333333333333,0.133333333333,0.00644319735197,0.00898116127581,7.81801506857,7.90403144211,0.00576169632442,0.868736736491,0.363220362531,0.786892124738,0.0663023287809,0.297684277697,0.79136629698,0.0673506999956,0.55461834823,0.056418652682,0.807255619559,0.795360186753,-0.438138944127,-0.469487977527,0.0313490333997,095609.14-000420.4,095609.14-000420.4,149.038091,-0.072348,93482999,3828,55539,272,2.411802,2.411802,5.36E-4,0,2.415,0.001284,0.2152,2.409,-1.0,-1.0,0,3298535014400,0,0,0,0,0,,,,2,500.0,0.84,0.76,1.0,-1.0,5558.9,2866.9,2692.0,7.56,120.0,7.34,,,,-1.0,,,,,,-1.0,,,0,,,,,,0,,,0,,,,,,756,51259,301,3,222,1237648721217192360,1.54049,2.73229,2.15325,2.08652,4.34451,23.201199,65.073448,44.162163,24.176762,1.352702,22.022,21.408,21.664,21.693,20.875,0.144,0.049,0.075,0.104,0.203,1.54049,2.73229,2.15325,2.08652,4.34451,-24.23,-0.362,0.189,0.139385,0.101093,0.076656,0.05435,0.160528,0.125083,0.086532,0.064302,0.047829,21.859,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,0.0329,4.932,0.3122,0.9281,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,1,6.16E-32,2.07172E-32,6.98098E-32,3.44598E-32,1.86502E-31,3.76976E-32,1.72468E-31,5.2532E-32,0,,,,DR12,DR7,0.5361101782263845
